Data Image Name;Original Image Name
0737.jpg;images/ADE/training/urban/street/ADE_train_00018284.jpg
0738.jpg;images/ADE/training/urban/street/ADE_train_00017708.jpg
0739.jpg;images/ADE/training/shopping_and_dining/restaurant/ADE_frame_00000246.jpg
0740.jpg;images/ADE/training/urban/street/ADE_train_00017992.jpg
0741.jpg;images/ADE/training/urban/street/ADE_train_00018387.jpg
0742.jpg;images/ADE/validation/work_place/office/ADE_val_00001644.jpg
0743.jpg;images/ADE/training/urban/street/ADE_train_00017748.jpg
0744.jpg;images/ADE/training/unclassified/florist_shop_indoor/ADE_frame_00000146.jpg
0745.jpg;images/ADE/training/urban/street/ADE_train_00017100.jpg
0746.jpg;images/ADE/validation/urban/street/ADE_val_00001790.jpg
0747.jpg;images/ADE/validation/urban/street/ADE_val_00001866.jpg
0748.jpg;images/ADE/training/urban/street/ADE_train_00017713.jpg
0749.jpg;images/ADE/training/urban/street/ADE_train_00017118.jpg
0750.jpg;images/ADE/training/urban/street/ADE_train_00017147.jpg
0751.jpg;images/ADE/training/work_place/dressing_room/ADE_train_00007449.jpg
0752.jpg;images/ADE/validation/transportation/baggage_claim/ADE_val_00001056.jpg
0753.jpg;images/ADE/training/urban/street/ADE_train_00018161.jpg
0754.jpg;images/ADE/validation/urban/street/ADE_val_00000802.jpg
0755.jpg;images/ADE/training/urban/street/ADE_train_00018079.jpg
0756.jpg;images/ADE/training/sports_and_leisure/martial_arts_gym/ADE_train_00011716.jpg
0757.jpg;images/ADE/training/urban/street/ADE_train_00017991.jpg
0758.jpg;images/ADE/training/urban/vegetable_garden/ADE_frame_00000299.jpg
0759.jpg;images/ADE/training/unclassified/misc/ADE_train_00012617.jpg
0760.jpg;images/ADE/training/sports_and_leisure/sandbox/ADE_train_00016093.jpg
0761.jpg;images/ADE/training/urban/street/ADE_train_00016960.jpg
0762.jpg;images/ADE/training/sports_and_leisure/driving_range__outdoor/ADE_train_00007489.jpg
0763.jpg;images/ADE/training/unclassified/misc/ADE_train_00012702.jpg
0764.jpg;images/ADE/training/urban/street/ADE_train_00017465.jpg
0765.jpg;images/ADE/validation/urban/street/ADE_val_00001796.jpg
0766.jpg;images/ADE/training/urban/street/ADE_train_00017527.jpg
0767.jpg;images/ADE/training/sports_and_leisure/poolroom__establishment/ADE_train_00015490.jpg
0768.jpg;images/ADE/training/shopping_and_dining/dining_hall/ADE_train_00006842.jpg
0769.jpg;images/ADE/training/unclassified/misc/ADE_train_00012392.jpg
0770.jpg;images/ADE/training/unclassified/pub_indoor/ADE_frame_00000241.jpg
0771.jpg;images/ADE/validation/home_or_hotel/closet/ADE_val_00001255.jpg
0772.jpg;images/ADE/training/urban/street/ADE_train_00017485.jpg
0773.jpg;images/ADE/training/urban/street/ADE_train_00016983.jpg
0774.jpg;images/ADE/training/urban/street/ADE_train_00017304.jpg
0775.jpg;images/ADE/training/urban/street/ADE_train_00018370.jpg
0776.jpg;images/ADE/training/urban/street/ADE_train_00018204.jpg
0777.jpg;images/ADE/training/work_place/control_tower__indoor/ADE_train_00006187.jpg
0778.jpg;images/ADE/training/work_place/editing_room/ADE_train_00007521.jpg
0779.jpg;images/ADE/training/urban/cemetery/ADE_frame_00000098.jpg
0780.jpg;images/ADE/training/urban/windmill/ADE_frame_00000315.jpg
0781.jpg;images/ADE/validation/urban/street/ADE_val_00000843.jpg
0782.jpg;images/ADE/training/shopping_and_dining/checkout_counter/ADE_train_00005400.jpg
0783.jpg;images/ADE/training/work_place/bell_foundry/ADE_train_00004255.jpg
0784.jpg;images/ADE/training/shopping_and_dining/restaurant/ADE_frame_00000247.jpg
0785.jpg;images/ADE/training/urban/street/ADE_train_00018074.jpg
0786.jpg;images/ADE/validation/urban/barndoor/ADE_val_00000072.jpg
0787.jpg;images/ADE/training/nature_landscape/beach/ADE_frame_00000042.jpg
0788.jpg;images/ADE/training/cultural/lab_classroom/ADE_train_00010767.jpg
0789.jpg;images/ADE/training/urban/car_dealership/ADE_train_00005064.jpg
0790.jpg;images/ADE/training/sports_and_leisure/ball_pit/ADE_train_00000005.jpg
0791.jpg;images/ADE/training/urban/street/ADE_train_00018008.jpg
0792.jpg;images/ADE/training/unclassified/misc/ADE_train_00012860.jpg
0793.jpg;images/ADE/training/shopping_and_dining/banquet_hall/ADE_train_00002339.jpg
0794.jpg;images/ADE/training/urban/carport__freestanding/ADE_train_00005121.jpg
0795.jpg;images/ADE/training/urban/street/ADE_train_00016923.jpg
0796.jpg;images/ADE/training/urban/street/ADE_train_00018023.jpg
0797.jpg;images/ADE/training/urban/market__outdoor/ADE_train_00011678.jpg
0798.jpg;images/ADE/training/sports_and_leisure/wrestling_ring__indoor/ADE_train_00020117.jpg
0799.jpg;images/ADE/training/sports_and_leisure/soccer_field/ADE_frame_00000265.jpg
0800.jpg;images/ADE/training/work_place/anechoic_chamber/ADE_train_00001403.jpg
0801.jpg;images/ADE/training/urban/street/ADE_train_00016936.jpg
0802.jpg;images/ADE/training/work_place/dentists_office/ADE_train_00006649.jpg
0803.jpg;images/ADE/training/urban/street/ADE_train_00018169.jpg
0804.jpg;images/ADE/validation/urban/street/ADE_val_00001856.jpg
0805.jpg;images/ADE/training/urban/street/ADE_train_00018262.jpg
0806.jpg;images/ADE/training/sports_and_leisure/park/ADE_frame_00000237.jpg
0807.jpg;images/ADE/training/unclassified/misc/ADE_train_00013214.jpg
0808.jpg;images/ADE/validation/urban/highway/ADE_val_00001413.jpg
0809.jpg;images/ADE/training/work_place/newsroom/ADE_train_00013824.jpg
0810.jpg;images/ADE/validation/nature_landscape/mountain_path/ADE_val_00000556.jpg
0811.jpg;images/ADE/validation/transportation/berth/ADE_val_00000187.jpg
0812.jpg;images/ADE/training/sports_and_leisure/fairway/ADE_train_00007689.jpg
0813.jpg;images/ADE/training/urban/driveway/ADE_train_00007468.jpg
0814.jpg;images/ADE/validation/cultural/art_studio/ADE_val_00001038.jpg
0815.jpg;images/ADE/training/urban/street/ADE_train_00018510.jpg
0816.jpg;images/ADE/validation/urban/street/ADE_val_00001839.jpg
0817.jpg;images/ADE/training/urban/street/ADE_train_00017681.jpg
0818.jpg;images/ADE/validation/transportation/baggage_claim/ADE_val_00000057.jpg
0819.jpg;images/ADE/training/urban/library__outdoor/ADE_train_00010994.jpg
0820.jpg;images/ADE/training/shopping_and_dining/pizzeria/ADE_frame_00000240.jpg
0821.jpg;images/ADE/training/sports_and_leisure/mini_golf_course__outdoor/ADE_train_00011820.jpg
0822.jpg;images/ADE/training/urban/street/ADE_train_00017031.jpg
0823.jpg;images/ADE/validation/nature_landscape/crevasse/ADE_val_00001290.jpg
0824.jpg;images/ADE/training/urban/street/ADE_frame_00000281.jpg
0825.jpg;images/ADE/training/cultural/aquarium/ADE_frame_00000007.jpg
0826.jpg;images/ADE/training/urban/street/ADE_train_00018250.jpg
0827.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001116.jpg
0828.jpg;images/ADE/training/shopping_and_dining/fishmarket/ADE_train_00007909.jpg
0829.jpg;images/ADE/training/shopping_and_dining/barbershop/ADE_train_00002423.jpg
0830.jpg;images/ADE/validation/urban/street/ADE_val_00001797.jpg
0831.jpg;images/ADE/training/urban/street/ADE_train_00018388.jpg
0832.jpg;images/ADE/training/urban/street/ADE_frame_00000288.jpg
0833.jpg;images/ADE/training/urban/street/ADE_train_00017971.jpg
0834.jpg;images/ADE/training/shopping_and_dining/bar/ADE_train_00002378.jpg
0835.jpg;images/ADE/training/urban/street/ADE_train_00017080.jpg
0836.jpg;images/ADE/training/urban/street/ADE_train_00017255.jpg
0837.jpg;images/ADE/training/cultural/art_gallery/ADE_train_00001685.jpg
0838.jpg;images/ADE/validation/urban/crosswalk/ADE_val_00000291.jpg
0839.jpg;images/ADE/validation/urban/street/ADE_val_00001822.jpg
0840.jpg;images/ADE/training/work_place/control_tower__indoor/ADE_train_00006181.jpg
0841.jpg;images/ADE/training/urban/street/ADE_train_00017336.jpg
0842.jpg;images/ADE/validation/shopping_and_dining/perfume_shop/ADE_val_00000704.jpg
0843.jpg;images/ADE/validation/work_place/reception/ADE_val_00000726.jpg
0844.jpg;images/ADE/training/nature_landscape/corn_field/ADE_train_00006232.jpg
0845.jpg;images/ADE/validation/urban/street/ADE_val_00001794.jpg
0846.jpg;images/ADE/validation/urban/street/ADE_val_00001787.jpg
0847.jpg;images/ADE/training/urban/street/ADE_train_00016893.jpg
0848.jpg;images/ADE/training/urban/street/ADE_train_00018218.jpg
0849.jpg;images/ADE/training/urban/street/ADE_train_00018141.jpg
0850.jpg;images/ADE/training/sports_and_leisure/baseball_field/ADE_frame_00000032.jpg
0851.jpg;images/ADE/training/urban/street/ADE_train_00016903.jpg
0852.jpg;images/ADE/validation/transportation/car_interior__frontseat/ADE_val_00001225.jpg
0853.jpg;images/ADE/validation/shopping_and_dining/fastfood_restaurant/ADE_val_00000346.jpg
0854.jpg;images/ADE/validation/urban/street/ADE_val_00001851.jpg
0855.jpg;images/ADE/validation/urban/caravansary/ADE_val_00000226.jpg
0856.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000590.jpg
0857.jpg;images/ADE/training/urban/street/ADE_train_00017639.jpg
0858.jpg;images/ADE/training/urban/street/ADE_train_00018000.jpg
0859.jpg;images/ADE/validation/cultural/archive/ADE_val_00000029.jpg
0860.jpg;images/ADE/training/urban/street/ADE_train_00017116.jpg
0861.jpg;images/ADE/training/urban/street/ADE_train_00018432.jpg
0862.jpg;images/ADE/training/sports_and_leisure/casino__indoor/ADE_train_00005174.jpg
0863.jpg;images/ADE/validation/urban/street/ADE_val_00001807.jpg
0864.jpg;images/ADE/training/sports_and_leisure/bullring/ADE_frame_00000062.jpg
0865.jpg;images/ADE/training/urban/street/ADE_train_00018515.jpg
0866.jpg;images/ADE/training/urban/street/ADE_train_00017631.jpg
0867.jpg;images/ADE/training/urban/street/ADE_train_00016905.jpg
0868.jpg;images/ADE/training/sports_and_leisure/sandbox/ADE_train_00000951.jpg
0869.jpg;images/ADE/training/unclassified/misc/ADE_train_00012345.jpg
0870.jpg;images/ADE/training/urban/street/ADE_train_00016895.jpg
0871.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000597.jpg
0872.jpg;images/ADE/training/sports_and_leisure/amusement_arcade/ADE_train_00001346.jpg
0873.jpg;images/ADE/validation/sports_and_leisure/park/ADE_val_00001986.jpg
0874.jpg;images/ADE/training/urban/street/ADE_train_00017097.jpg
0875.jpg;images/ADE/training/urban/street/ADE_train_00017214.jpg
0876.jpg;images/ADE/training/urban/street/ADE_train_00017343.jpg
0877.jpg;images/ADE/training/urban/street/ADE_train_00017320.jpg
0878.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001145.jpg
0879.jpg;images/ADE/validation/urban/street/ADE_val_00000778.jpg
0880.jpg;images/ADE/training/urban/street/ADE_train_00018397.jpg
0881.jpg;images/ADE/training/sports_and_leisure/fairway/ADE_train_00007699.jpg
0882.jpg;images/ADE/training/urban/street/ADE_train_00017293.jpg
0883.jpg;images/ADE/training/unclassified/misc/ADE_train_00012755.jpg
0884.jpg;images/ADE/training/unclassified/misc/ADE_train_00013353.jpg
0885.jpg;images/ADE/training/shopping_and_dining/bookstore/ADE_train_00004399.jpg
0886.jpg;images/ADE/validation/urban/temple__east_asia/ADE_val_00000884.jpg
0887.jpg;images/ADE/training/urban/street/ADE_train_00017185.jpg
0888.jpg;images/ADE/validation/nature_landscape/mountain_snowy/ADE_val_00000557.jpg
0889.jpg;images/ADE/training/work_place/dentists_office/ADE_train_00006660.jpg
0890.jpg;images/ADE/training/sports_and_leisure/casino__indoor/ADE_train_00005166.jpg
0891.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001132.jpg
0892.jpg;images/ADE/training/unclassified/misc/ADE_train_00012593.jpg
0893.jpg;images/ADE/training/urban/street/ADE_train_00018231.jpg
0894.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000600.jpg
0895.jpg;images/ADE/training/urban/street/ADE_train_00017349.jpg
0896.jpg;images/ADE/training/urban/street/ADE_train_00017952.jpg
0897.jpg;images/ADE/training/urban/gas_station/ADE_train_00008519.jpg
0898.jpg;images/ADE/training/urban/street/ADE_train_00017083.jpg
0899.jpg;images/ADE/training/urban/street/ADE_train_00018080.jpg
0900.jpg;images/ADE/validation/shopping_and_dining/bar/ADE_val_00001068.jpg
0901.jpg;images/ADE/validation/urban/street/ADE_val_00000808.jpg
0902.jpg;images/ADE/training/urban/street/ADE_train_00018469.jpg
0903.jpg;images/ADE/training/urban/street/ADE_train_00017234.jpg
0904.jpg;images/ADE/training/urban/street/ADE_train_00017297.jpg
0905.jpg;images/ADE/training/urban/street/ADE_train_00017165.jpg
0906.jpg;images/ADE/training/sports_and_leisure/soccer_field/ADE_frame_00000268.jpg
0907.jpg;images/ADE/training/urban/street/ADE_train_00017863.jpg
0908.jpg;images/ADE/training/urban/plaza/ADE_train_00015430.jpg
0909.jpg;images/ADE/training/urban/street/ADE_train_00017218.jpg
0910.jpg;images/ADE/training/urban/street/ADE_train_00017196.jpg
0911.jpg;images/ADE/training/urban/street/ADE_train_00018234.jpg
0912.jpg;images/ADE/training/urban/street/ADE_train_00017226.jpg
0913.jpg;images/ADE/training/urban/plaza/ADE_train_00015432.jpg
0914.jpg;images/ADE/training/unclassified/misc/ADE_train_00013620.jpg
0915.jpg;images/ADE/training/urban/street/ADE_train_00016969.jpg
0916.jpg;images/ADE/training/urban/street/ADE_train_00017437.jpg
0917.jpg;images/ADE/validation/urban/street/ADE_val_00000792.jpg
0918.jpg;images/ADE/training/unclassified/misc/ADE_train_00012846.jpg
0919.jpg;images/ADE/training/urban/street/ADE_train_00016914.jpg
0920.jpg;images/ADE/training/sports_and_leisure/bullpen/ADE_train_00004830.jpg
0921.jpg;images/ADE/training/urban/street/ADE_train_00017640.jpg
0922.jpg;images/ADE/training/work_place/atrium__public/ADE_train_00001874.jpg
0923.jpg;images/ADE/training/urban/street/ADE_train_00018165.jpg
0924.jpg;images/ADE/validation/urban/street/ADE_val_00001784.jpg
0925.jpg;images/ADE/training/shopping_and_dining/banquet_hall/ADE_train_00002334.jpg
0926.jpg;images/ADE/training/urban/street/ADE_train_00017588.jpg
0927.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001098.jpg
0928.jpg;images/ADE/training/unclassified/misc/ADE_train_00012445.jpg
0929.jpg;images/ADE/validation/sports_and_leisure/ice_skating_rink__outdoor/ADE_val_00000441.jpg
0930.jpg;images/ADE/training/urban/street/ADE_train_00017091.jpg
0931.jpg;images/ADE/training/unclassified/misc/ADE_train_00012467.jpg
0932.jpg;images/ADE/training/urban/street/ADE_train_00017431.jpg
0933.jpg;images/ADE/training/unclassified/misc/ADE_train_00012567.jpg
0934.jpg;images/ADE/training/urban/street/ADE_train_00018156.jpg
0935.jpg;images/ADE/training/shopping_and_dining/cloakroom__room/ADE_train_00005672.jpg
0936.jpg;images/ADE/training/shopping_and_dining/market__indoor/ADE_train_00011665.jpg
0937.jpg;images/ADE/training/urban/street/ADE_train_00018460.jpg
0938.jpg;images/ADE/training/shopping_and_dining/thriftshop/ADE_train_00019188.jpg
0939.jpg;images/ADE/validation/transportation/subway_interior/ADE_val_00001875.jpg
0940.jpg;images/ADE/training/sports_and_leisure/box_seat/ADE_train_00004505.jpg
0941.jpg;images/ADE/training/urban/street/ADE_train_00018338.jpg
0942.jpg;images/ADE/training/urban/market__outdoor/ADE_train_00011696.jpg
0943.jpg;images/ADE/training/urban/street/ADE_train_00018049.jpg
0944.jpg;images/ADE/training/urban/street/ADE_train_00016938.jpg
0945.jpg;images/ADE/training/urban/street/ADE_train_00018259.jpg
0946.jpg;images/ADE/validation/urban/street/ADE_val_00000797.jpg
0947.jpg;images/ADE/validation/shopping_and_dining/dining_hall/ADE_val_00000306.jpg
0948.jpg;images/ADE/validation/urban/air_base/ADE_val_00001003.jpg
0949.jpg;images/ADE/training/urban/street/ADE_train_00017494.jpg
0950.jpg;images/ADE/training/urban/street/ADE_train_00017347.jpg
0951.jpg;images/ADE/training/urban/street/ADE_train_00017800.jpg
0952.jpg;images/ADE/training/urban/street/ADE_train_00018152.jpg
0953.jpg;images/ADE/training/shopping_and_dining/drugstore/ADE_train_00007491.jpg
0954.jpg;images/ADE/validation/shopping_and_dining/cloakroom__room/ADE_val_00000253.jpg
0955.jpg;images/ADE/training/urban/street/ADE_train_00017614.jpg
0956.jpg;images/ADE/training/shopping_and_dining/cybercafe/ADE_train_00006566.jpg
0957.jpg;images/ADE/training/urban/car_dealership/ADE_train_00005061.jpg
0958.jpg;images/ADE/training/cultural/auditorium/ADE_train_00002004.jpg
0959.jpg;images/ADE/training/urban/street/ADE_train_00017873.jpg
0960.jpg;images/ADE/training/shopping_and_dining/coffee_shop/ADE_frame_00000119.jpg
0961.jpg;images/ADE/training/urban/street/ADE_train_00018438.jpg
0962.jpg;images/ADE/validation/urban/street/ADE_val_00000822.jpg
0963.jpg;images/ADE/training/urban/street/ADE_train_00017851.jpg
0964.jpg;images/ADE/training/unclassified/misc/ADE_train_00012411.jpg
0965.jpg;images/ADE/training/urban/street/ADE_train_00017273.jpg
0966.jpg;images/ADE/training/sports_and_leisure/fairway/ADE_frame_00000142.jpg
0967.jpg;images/ADE/training/cultural/kindergarden_classroom/ADE_train_00010111.jpg
0968.jpg;images/ADE/training/urban/street/ADE_train_00017987.jpg
0969.jpg;images/ADE/training/urban/street/ADE_train_00017209.jpg
0970.jpg;images/ADE/validation/unclassified/misc/ADE_val_00001567.jpg
0971.jpg;images/ADE/training/sports_and_leisure/fairway/ADE_train_00007694.jpg
0972.jpg;images/ADE/training/shopping_and_dining/canteen/ADE_train_00005035.jpg
0973.jpg;images/ADE/validation/urban/street/ADE_val_00001871.jpg
0974.jpg;images/ADE/training/urban/street/ADE_train_00016974.jpg
0975.jpg;images/ADE/validation/urban/harbor/ADE_val_00000399.jpg
0976.jpg;images/ADE/training/urban/street/ADE_train_00018462.jpg
0977.jpg;images/ADE/validation/urban/street/ADE_val_00000790.jpg
0978.jpg;images/ADE/training/urban/street/ADE_train_00018144.jpg
0979.jpg;images/ADE/training/urban/street/ADE_train_00016965.jpg
0980.jpg;images/ADE/training/cultural/art_school/ADE_train_00001709.jpg
0981.jpg;images/ADE/training/urban/street/ADE_train_00017906.jpg
0982.jpg;images/ADE/training/urban/street/ADE_train_00018593.jpg
0983.jpg;images/ADE/training/urban/street/ADE_train_00016917.jpg
0984.jpg;images/ADE/training/home_or_hotel/dining_room/ADE_train_00007174.jpg
0985.jpg;images/ADE/training/urban/street/ADE_train_00017727.jpg
0986.jpg;images/ADE/training/urban/street/ADE_train_00017558.jpg
0987.jpg;images/ADE/training/transportation/airport_terminal/ADE_train_00001106.jpg
0988.jpg;images/ADE/training/urban/street/ADE_train_00018061.jpg
0989.jpg;images/ADE/training/urban/street/ADE_train_00018122.jpg
0990.jpg;images/ADE/validation/cultural/witness_stand/ADE_val_00001928.jpg
0991.jpg;images/ADE/training/urban/street/ADE_train_00018062.jpg
0992.jpg;images/ADE/training/transportation/dining_car/ADE_train_00006827.jpg
0993.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000577.jpg
0994.jpg;images/ADE/training/urban/parking_lot/ADE_train_00015121.jpg
0995.jpg;images/ADE/training/urban/street/ADE_train_00018221.jpg
0996.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001724.jpg
0997.jpg;images/ADE/training/urban/street/ADE_train_00017171.jpg
0998.jpg;images/ADE/training/urban/street/ADE_frame_00000278.jpg
0999.jpg;images/ADE/training/urban/street/ADE_train_00018493.jpg
1000.jpg;images/ADE/training/work_place/reception/ADE_train_00015739.jpg
1001.jpg;images/ADE/training/urban/street/ADE_train_00017154.jpg
1002.jpg;images/ADE/training/work_place/winery/ADE_train_00020073.jpg
1003.jpg;images/ADE/validation/urban/street/ADE_val_00001777.jpg
1004.jpg;images/ADE/training/sports_and_leisure/putting_green/ADE_frame_00000242.jpg
1005.jpg;images/ADE/validation/cultural/auditorium/ADE_val_00000050.jpg
1006.jpg;images/ADE/training/work_place/booth__indoor/ADE_train_00004409.jpg
1007.jpg;images/ADE/training/urban/street/ADE_train_00018403.jpg
1008.jpg;images/ADE/validation/industrial/trench/ADE_val_00000896.jpg
1009.jpg;images/ADE/training/urban/street/ADE_train_00017176.jpg
1010.jpg;images/ADE/training/urban/street/ADE_train_00017350.jpg
1011.jpg;images/ADE/training/unclassified/canal_urban/ADE_frame_00000077.jpg
1012.jpg;images/ADE/training/unclassified/misc/ADE_train_00012642.jpg
1013.jpg;images/ADE/training/urban/street/ADE_train_00018185.jpg
1014.jpg;images/ADE/training/cultural/courtroom/ADE_train_00006405.jpg
1015.jpg;images/ADE/training/nature_landscape/butte/ADE_frame_00000069.jpg
1016.jpg;images/ADE/training/urban/street/ADE_train_00017574.jpg
1017.jpg;images/ADE/training/unclassified/misc/ADE_train_00012469.jpg
1018.jpg;images/ADE/validation/unclassified/misc/ADE_val_00001583.jpg
1019.jpg;images/ADE/training/urban/street/ADE_train_00016885.jpg
1020.jpg;images/ADE/validation/sports_and_leisure/fairway/ADE_val_00001344.jpg
1021.jpg;images/ADE/training/urban/street/ADE_train_00018587.jpg
1022.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000572.jpg
1023.jpg;images/ADE/training/transportation/subway_interior/ADE_train_00018934.jpg
1024.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001768.jpg
1025.jpg;images/ADE/training/urban/street/ADE_train_00017930.jpg
1026.jpg;images/ADE/training/nature_landscape/crevasse/ADE_frame_00000127.jpg
1027.jpg;images/ADE/validation/urban/street/ADE_val_00001791.jpg
1028.jpg;images/ADE/validation/shopping_and_dining/inn__indoor/ADE_val_00000444.jpg
1029.jpg;images/ADE/training/work_place/trading_floor/ADE_train_00019308.jpg
1030.jpg;images/ADE/training/urban/street/ADE_train_00017394.jpg
1031.jpg;images/ADE/training/urban/street/ADE_train_00017839.jpg
1032.jpg;images/ADE/validation/urban/street/ADE_val_00001844.jpg
1033.jpg;images/ADE/training/work_place/office/ADE_frame_00000228.jpg
1034.jpg;images/ADE/training/urban/freeway/ADE_frame_00000161.jpg
1035.jpg;images/ADE/training/urban/street/ADE_train_00018376.jpg
1036.jpg;images/ADE/validation/unclassified/misc/ADE_val_00000610.jpg
1037.jpg;images/ADE/training/urban/street/ADE_train_00018613.jpg
1038.jpg;images/ADE/training/cultural/art_studio/ADE_train_00001754.jpg
1039.jpg;images/ADE/validation/urban/street/ADE_val_00000786.jpg
1040.jpg;images/ADE/training/sports_and_leisure/baseball_field/ADE_frame_00000030.jpg
1041.jpg;images/ADE/training/urban/street/ADE_train_00018290.jpg
1042.jpg;images/ADE/validation/urban/street/ADE_val_00000810.jpg
1043.jpg;images/ADE/training/urban/street/ADE_train_00017417.jpg
1044.jpg;images/ADE/training/urban/street/ADE_train_00018481.jpg
1045.jpg;images/ADE/training/urban/street/ADE_train_00017618.jpg
1046.jpg;images/ADE/training/shopping_and_dining/hat_shop/ADE_train_00008908.jpg
1047.jpg;images/ADE/training/home_or_hotel/kitchen/ADE_frame_00000193.jpg
1048.jpg;images/ADE/training/urban/street/ADE_train_00018579.jpg
1049.jpg;images/ADE/validation/sports_and_leisure/ski_slope/ADE_val_00000753.jpg
1050.jpg;images/ADE/training/sports_and_leisure/golf_course/ADE_frame_00000166.jpg
1051.jpg;images/ADE/training/urban/archaelogical_excavation/ADE_frame_00000008.jpg
1052.jpg;images/ADE/training/unclassified/misc/ADE_train_00012764.jpg
1053.jpg;images/ADE/training/industrial/manhole/ADE_train_00011630.jpg
1054.jpg;images/ADE/training/urban/chalet/ADE_train_00005370.jpg
1055.jpg;images/ADE/training/home_or_hotel/dorm_room/ADE_train_00007404.jpg
1056.jpg;images/ADE/training/cultural/art_school/ADE_train_00001710.jpg
1057.jpg;images/ADE/training/shopping_and_dining/bar/ADE_frame_00000027.jpg
1058.jpg;images/ADE/validation/home_or_hotel/poolroom__home/ADE_val_00000716.jpg
1059.jpg;images/ADE/training/shopping_and_dining/market__indoor/ADE_train_00011669.jpg
1060.jpg;images/ADE/training/urban/alley/ADE_train_00001303.jpg
1061.jpg;images/ADE/training/unclassified/misc/ADE_train_00012723.jpg
1062.jpg;images/ADE/training/urban/street/ADE_train_00018549.jpg
1063.jpg;images/ADE/validation/urban/street/ADE_val_00000831.jpg
1064.jpg;images/ADE/training/home_or_hotel/poolroom__home/ADE_train_00015513.jpg
1065.jpg;images/ADE/training/urban/street/ADE_train_00017577.jpg
1066.jpg;images/ADE/training/urban/street/ADE_train_00018521.jpg
1067.jpg;images/ADE/training/transportation/cockpit/ADE_train_00005894.jpg
1068.jpg;images/ADE/training/work_place/office/ADE_train_00014020.jpg
1069.jpg;images/ADE/training/unclassified/misc/ADE_train_00012841.jpg
1070.jpg;images/ADE/training/unclassified/misc/ADE_train_00012932.jpg
1071.jpg;images/ADE/training/shopping_and_dining/kiosk__indoor/ADE_train_00010131.jpg
1072.jpg;images/ADE/training/urban/street/ADE_train_00017919.jpg
1073.jpg;images/ADE/training/sports_and_leisure/driving_range__outdoor/ADE_train_00007486.jpg
1074.jpg;images/ADE/training/unclassified/misc/ADE_train_00013070.jpg
1075.jpg;images/ADE/training/urban/campus/ADE_frame_00000073.jpg
1076.jpg;images/ADE/training/urban/street/ADE_train_00018022.jpg
1077.jpg;images/ADE/training/urban/street/ADE_train_00017610.jpg
1078.jpg;images/ADE/training/unclassified/misc/ADE_train_00012600.jpg
1079.jpg;images/ADE/training/shopping_and_dining/fitting_room__interior/ADE_train_00007941.jpg
1080.jpg;images/ADE/training/unclassified/outliers__student_center/ADE_train_00014781.jpg
1081.jpg;images/ADE/training/urban/street/ADE_train_00017054.jpg
1082.jpg;images/ADE/training/home_or_hotel/bedroom/ADE_frame_00000046.jpg
1083.jpg;images/ADE/training/unclassified/canal_urban/ADE_frame_00000078.jpg
1084.jpg;images/ADE/training/work_place/hospital_room/ADE_frame_00000182.jpg
1085.jpg;images/ADE/training/nature_landscape/badlands/ADE_frame_00000019.jpg
1086.jpg;images/ADE/training/urban/street/ADE_train_00017879.jpg
1087.jpg;images/ADE/training/urban/bus_depot__outdoor/ADE_train_00004854.jpg
1088.jpg;images/ADE/training/urban/street/ADE_train_00018345.jpg
1089.jpg;images/ADE/training/urban/amphitheater/ADE_train_00001326.jpg
1090.jpg;images/ADE/training/shopping_and_dining/fastfood_restaurant/ADE_train_00007726.jpg
1091.jpg;images/ADE/training/urban/street/ADE_train_00017446.jpg
1092.jpg;images/ADE/training/shopping_and_dining/hardware_store/ADE_train_00008903.jpg
1093.jpg;images/ADE/training/unclassified/outliers__study_hall/ADE_train_00014787.jpg
1094.jpg;images/ADE/training/unclassified/outliers__store/ADE_train_00014770.jpg
1095.jpg;images/ADE/validation/work_place/lobby/ADE_val_00000972.jpg
1096.jpg;images/ADE/training/unclassified/misc/ADE_train_00012830.jpg
1097.jpg;images/ADE/training/sports_and_leisure/park/ADE_train_00015064.jpg
1098.jpg;images/ADE/training/cultural/artists_loft/ADE_train_00001810.jpg
1099.jpg;images/ADE/training/transportation/ferryboat__cargo_deck/ADE_train_00007748.jpg
1100.jpg;images/ADE/training/urban/heliport/ADE_train_00008971.jpg
1101.jpg;images/ADE/training/work_place/parking_garage__indoor/ADE_train_00015101.jpg
1102.jpg;images/ADE/training/urban/street/ADE_train_00017037.jpg
1103.jpg;images/ADE/training/cultural/art_school/ADE_train_00001702.jpg
1104.jpg;images/ADE/training/urban/street/ADE_train_00018422.jpg
1105.jpg;images/ADE/training/unclassified/train_station_platform/ADE_frame_00000296.jpg
1106.jpg;images/ADE/training/urban/street/ADE_train_00018582.jpg
1107.jpg;images/ADE/training/urban/street/ADE_train_00018490.jpg
